Name,SMILES,PAPER,extra-info,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Molecule_IDs
TPD4PA,c1(N(c2cc(N(c3c(B4c5c(N6c7ccccc7)cccc5)c(Oc8c(B9c%10c(O%11)cccc%10)cccc8)c9c%11c3)c%12ccccc%12)c4c6c2)c%13ccccc%13)ccccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01482
tBu-TPD4PA,CC(C)(C)c1ccc2c(B(c3c(N4c5ccc(C(C)(C)C)cc5)cc(N(c6ccc(C(C)(C)C)cc6)c7ccc(C(C)(C)C)cc7)cc3N2c8ccc(C(C)(C)C)cc8)c9c4cc%10c%11c9Oc%12c(B%11c%13c(O%10)cccc%13)cccc%12)c1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01483
DTBN-B2N3,Cc1cc(B2c3c(N(c4c(c5c6cccc5)cccc4)C7=CC8=C9B(c%10c(N8c%11c(c%12c%13cccc%12)cccc%11)c%13ccc%10)c%14c(N%15C9=C72)ccc(C)c%14)c6ccc3)c%15cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01484
ν-DABNA,c1(N(c2ccccc2)c3cc4c5c(N(c6ccccc6)c7c(B5c8ccccc8N4c9ccccc9)cc(B%10c%11ccccc%11N(c%12ccccc%12)c%13cc(N(c%14ccccc%14)c%15ccccc%15)cc(N%16c%17ccccc%17)c%13%10)c%16c7)c3)ccccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-00892
ν-DABNA-O-Me,Cc1ccc(B2c3c(N(c4cc(C)cc(C)c4)c5c2c6cc(N(c7cc(C)cc(C)c7)c8cc(C)cc(C)c8)c5)cc9c(B%10c%11ccc(C)cc%11Oc%12cc(N(c%13cc(C)cc(C)c%13)c%14cc(C)cc(C)c%14)cc(N9c%15cc(C)cc(C)c%15)c%12%10)c3)c(N6c%16cc(C)cc(C)c%16)c1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01485
t-Bu-ν-DABNA,CC(C)(C)c1ccc(N2c3c(B(c4c(N5c6ccccc6)cccc4)c7c2cc(N(c8ccc(C(C)(C)C)cc8)c9cc(N(c%10ccccc%10)c%11ccccc%11)cc%12c9B%13c%14c(N%12c%15ccccc%15)cccc%14)c%13c7)c5cc(N(c%16ccccc%16)c%17ccccc%17)c3)cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-00913
m-ν-DABNA,Cc1cc(N(c2cc(N(c3cc4c(B5c6c(N(c7c5c(N4c8ccccc8)cc(N(c9cc(C)ccc9)c%10cccc(C)c%10)c7)c%11cc(C)ccc%11)cc(C)cc6)cc3B%12c%13c(N%14c%15cccc(C)c%15)cc(C)cc%13)c%16ccccc%16)c%12c%14c2)c%17cccc(C)c%17)ccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01486
4F-ν-DABNA,Fc1c(N2c3c(B(c4c(N5c6ccccc6)cccc4)c7c2cc(N(c8c(F)cccc8F)c9cc(N(c%10ccccc%10)c%11ccccc%11)cc%12c9B%13c%14c(N%12c%15ccccc%15)cccc%14)c%13c7)c5cc(N(c%16ccccc%16)c%17ccccc%17)c3)c(F)ccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01487
4F-m-ν-DABNA,Cc1cc(N(c2cc(N(c3cc4c(B5c6c(N(c7c5c(N4c8c(F)cccc8F)cc(N(c9cc(C)ccc9)c%10cccc(C)c%10)c7)c%11cc(C)ccc%11)cc(C)cc6)cc3B%12c%13c(N%14c%15cccc(C)c%15)cc(C)cc%13)c%16c(F)cccc%16F)c%12c%14c2)c%17cccc(C)c%17)ccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01488
o-Tol-ν-DABNA-Me,Cc1c(N2c3c(B(c4c(N5c6c(C)cccc6C)cccc4)c7c2cc(N(c8ccccc8C)c9cc(N(c%10ccccc%10)c%11c(C)cccc%11C)cc%12c9B%13c%14c(N%12c%15c(C)cccc%15C)cccc%14)c%13c7)c5cc(N(c%16c(C)cccc%16C)c%17ccccc%17)c3)cccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01489
NO-DBMR,c1(N(c2cc(Oc3cc4c(B5c6c(N(c7c5c(N4c8ccccc8)cc(N(c9ccccc9)c%10ccccc%10)c7)c%11ccccc%11)cccc6)cc3B%12c%13c(N%14c%15ccccc%15)cccc%13)c%12c%14c2)c%16ccccc%16)ccccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01457
Cz-DBMR,c1(N(c2cc(N(c3cc4c(B5c6c(N(c7c5c(N4c8ccccc8)cc(N(c9ccccc9)c%10ccccc%10)c7)c%11c%12cccc%11)c%12ccc6)cc3B%13c%14c(N%15c%16ccccc%16%17)c%17ccc%14)c%18ccccc%18)c%13c%15c2)c%19ccccc%19)ccccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01490
Π-CzBN,Cc1ccc2c(c3c(N42)c(B5c6cc(B7c8c(N(c9c7c(N%10c%11c(C)cc(C)cc%11C)cc(N(c%12ccccc%12)c%13ccccc%13)c9)c%14c%15cc(C)cc%14)c%15cc(C)c8)c%10cc6N(c%16c(C)cc(C)cc%16C)c%17cc(N(c%18ccccc%18)c%19ccccc%19)cc4c%175)cc(C)c3)c1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01491
V-DABNA-Mes,Cc1c(N2c3c(B(c4c(N5c6c(C)cc(C)cc6C)cc(N(c7c(C)cc(C)cc7C)c8cc(N(c9ccccc9)c%10ccccc%10)cc%11n(c%12ccccc%12)c%13ccccc%13B%14c%118)c%14c4)c%15c2cc(N(c%16c(C)cc(C)cc%16C)c%17cc(N(c%18ccccc%18)c%19ccccc%19)cc%20c%17B%21c%22c(N%20c%23ccccc%23)cccc%22)c%21c%15)c5cc(N(c%24ccccc%24)c%25ccccc%25)c3)c(C)cc(C)c1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01492
V-DABNA,c1(N(c2cc(N(c3cc4c(B5c6c(N(c7c5c(N4c8ccccc8)cc(N(c9ccccc9)c%10ccccc%10)c7)c%11ccccc%11)cc(N(c%12ccccc%12)c%13cc(N(c%14ccccc%14)c%15ccccc%15)cc%16n(c%17ccccc%17)c%18ccccc%18B%19c%16%13)c%19c6)cc3B%20c%21c(N%22c%23ccccc%23)cccc%21)c%24ccccc%24)c%20c%22c2)c%25ccccc%25)ccccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01493
V-DABNA-F,Fc1c(N2c3c(B(c4c(N5c6c(F)cccc6F)cc(N(c7c(F)cccc7F)c8cc(N(c9ccccc9)c%10ccccc%10)cc%11n(c%12ccccc%12)c%13ccccc%13B%14c%118)c%14c4)c%15c2cc(N(c%16c(F)cccc%16F)c%17cc(N(c%18ccccc%18)c%19ccccc%19)cc%20c%17B%21c%22c(N%20c%23ccccc%23)cccc%22)c%21c%15)c5cc(N(c%24ccccc%24)c%25ccccc%25)c3)c(F)ccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01494
CzB4,CC1=CC(B2C3=CC=CC=C3NC4=CC(NC5=C6C=C7B8C9=C(N%10C%11=C(C=C(C=C%11)C)B%12C%13=C(C=C(C8=C%13%10)NC7=C5)NC%14=C%12C=CC=C%14)C=CC(C)=C9)=C%15B6C(C=C(C=C%16)C)=C%16N%17C%15=C42)=C%17C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01495
CzB6,CC1=CC(B2C3=CC=CC=C3NC4=CC(NC5=C6C=C7B8C9=C(N%10C%11=C(C=C(C=C%11)C)B%12C%13=C(C=C(C8=C%13%10)NC7=C5)NC%14=C%12C=C%15B%16C%17=C(N%18C%19=C(C=C(C=C%19)C)B%20C%21=C(C=C(C%16=C%21%18)NC%15=C%14)NC%22=C%20C=CC=C%22)C=CC(C)=C%17)C=CC(C)=C9)=C%23B6C(C=C(C=C%24)C)=C%24N%25C%23=C42)=C%25C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01496
CzB8,CC1=CC(B2C3=C(NC4=CC(NC5=C6C=C7B8C9=C(N%10C%11=C(C=C(C=C%11)C)B%12C%13=C(C=C(C8=C%13%10)NC7=C5)NC%14=C%12C=C%15B%16C%17=C(N%18C%19=C(C=C(C=C%19)C)B%20C%21=C(C=C(C%16=C%21%18)NC%15=C%14)NC%22=C%20C=C%23B%24C%25=C(N%26C%27=C(C=C(C=C%27)C)B%28C%29=C(C=C(C%24=C%29%26)NC%23=C%22)NC%30=C%28C=CC=C%30)C=CC(C)=C%25)C=CC(C)=C%17)C=CC(C)=C9)=C%31B6C(C=C(C=C%32)C)=C%32N%33C%31=C42)C=CC=C3)=C%33C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01497
CzB4-oPh,CC1=CC(B2C(C=CC=C3)=C3N4C5=CC=CC=C5)=C(C=C1)N6C7=C(B8C9=C(N(C%10=CC=CC=C%10C%11=CC=CC=C%11)C%12=C8C=C(B%13C%14=C(C=CC(C)=C%14)N%15C%16=C(B%17C%18=C(N(C%19=CC=CC=C%19)C%20=C%17C=CC=C%20)C=C(N%21C%22=CC=CC=C%22C%23=CC=CC=C%23)C%13=C%18%15)C=C(C)C=C%16)C%21=C%12)C=C4C2=C96)C=C(C)C=C7,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01498
m[B-N]N1,CC(C)(C)C(C=C1)=CC2=C1N3C4=C2C=C(C(C)(C)C)C=C4C5=C(B3C6=C7C8=CC=C6)C9=C(B(N%10C%11=C(C=C(C(C)(C)C)C=C%11%12)C%13=C%10C=CC(C(C)(C)C)=C%13)C%14=C(C8=CC=C%14)N79)C%12=C5N%15C%16=C(C=CC=C%16)C%17=C%15C=CC=C%17,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01499
m[B-N]N2,CC(C)(C)C(C=C1)=CC2=C1N(C3=C4C(B(N5C6=C(C=CC=C64)C7=C5C=CC=C7)C8=C(C9=CC(C(C)(C)C)=C8)N%10%11)=C%11C%12=C3C%13=CC=CC(C%14=C%15C=CC=C%14)=C%13N%15B%12C%16=C%10C9=CC(C(C)(C)C)=C%16)C%17=C2C=C(C(C)(C)C)C=C%17,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01500
p[B-N]O,CC(C)(c1cc(B2n(c3c4cc(C(C)(C)C)cc3)c5c4cc(C(C)(C)C)cc5C(C(O6)=C7B8c9c6ccc(C(C)(C)C)c9)=C2C(O%10)=C7c%11c%12n8c(ccc(C(C)(C)C)c%13)c%13c%12cc(C(C)(C)C)c%11)c%10cc1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01501
p[B-N]NO,CC(C)(c1cc(B2n(c3c4cc(C(C)(C)C)cc3)c5c4cc(C(C)(C)C)cc5C(C6=C7B8c(ccc9)c%10c9c(cccc%11)c%11n6%10)=C2C(O%12)=C7c%13c%14n8c(ccc(C(C)(C)C)c%15)c%15c%14cc(C(C)(C)C)c%13)c%12cc1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01502
p[B-N]N,CC(C)(C)c1ccc2c(c1)c3cc(C(C)(C)C)cc(C4=C5C(N6c7ccccc78)=C(c9cc(C(C)(C)C)cc%10c9n%11c%12c%10cc(C(C)(C)C)cc%12)C(B%11c%13ccc%14)=C4n%15c%13c%14c%16c%15cccc%16)c3n2B5c%17c6c8ccc%17,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01503
TCz-BN2,CC(C)(C1=CC2=C(N3C4=C2C=C(C(C)(C)C)C=C4)C(C5=CC=CC6=[N+]5[B-]3(C(C7=C8C=C(C=C67)C(C)(C)C)C9=C8C=C(C=C9)C(C)(C)C)C%10=CC=CC=C%10)=C1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01504
ω-DABNA,CC(C)(C)C1=CC2=C(C=C1)B3C(C=CC(C(C)(C)C)=C4)=C4N5C6=C3C7=C(C=C6B(C8=CC=CC=C8N9C%10=CC=CC=C%10)C%11=C9C=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%115)B(C%14=C(N%15C%16=CC=CC=C%16)C=CC=C%14)C(C%15=CC(N(C%17=CC=CC=C%17)C%18=CC=CC=C%18)=C%19)=C%19N27,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01505
NBO Nacene,CC1=CC=CC(C)=C1B(C2=C3OC4=C(C=C(C)C=C4)B5C3=C(OC6=C5C=C(C)C=C6)C=C2N7C8=CC(C)=CC(C)=C8)C9=C7C=C(N(C%10=CC%11=C(C%12=C%10B%13C%14=C(C=CC=C%14C)C)B(C%15=C(O%12)C=CC(C)=C%15)C%16=C(O%11)C=CC(C)=C%16)C%17=CC(C)=CC(C)=C%17)C%13=C9,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01506
MesB-DIDOBNA-N,CC1=CC=CC(C)=C1B(C2=C3OC4=C(C=C(C)C=C4)B5C3=C(OC6=C5C=C(C)C=C6)C=C2N7C8=CC=C(C)C=C8C)C9=C7C=C%10C%11=C9OC%12=CC=C(C)C=C%12B%11C%13=CC(C)=CC=C%13O%10,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01507
TDBA-Ac,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(N4c5ccccc5C(C)(C)c5ccccc54)cc(c31)O2,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-00094
TDBA-DPAC,CC(C)(c1cc(B2c3c(Oc4c2c(O5)cc(N6c7c(C(c8ccccc8)(c9c6cccc9)c%10ccccc%10)cccc7)c4)ccc(C(C)(C)C)c3)c5cc1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01508
OBO-I,c12c(B3c4c(Oc5c3c(O2)cc(N6c7c([Si](c8ccccc8)(c9c6cccc9)c%10ccccc%10)cccc7)c5)cccc4)cccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01509
DTBA-PAS,CC(C)(C)c1cc(B2c3c(Oc4c2c(O5)cc(N6c7c([Si](c8ccccc8)(c9c6cccc9)c%10ccccc%10)cccc7)c4)ccc(C(C)(C)C)c3)c5cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01510
TDBA-SAF,CC(C)(C)c1cc(B2c3c(Oc4c2c(O5)cc(N6c7c(C8(c9c6cccc9)c%10ccccc%10c%11c8cccc%11)cccc7)c4)ccc(C(C)(C)C)c3)c5cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01511
OBotSAC,c12c(B3c4c(Oc5c3c(O2)cc(N6c7c(C(c8c9cccc8)(c%10c6cccc%10)c%11ccccc%11C9(c%12ccccc%12)c%13ccccc%13)cccc7)c5)cccc4)cccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01512
tBuOBotSAC,CC(C)(C)c1cc(B2c3c(Oc4c2c(O5)cc(N6c7c(C(c8c9cccc8)(c%10c6cccc%10)c%11ccccc%11C9(c%12ccccc%12)c%13ccccc%13)cccc7)c4)ccc(C(C)(C)C)c3)c5cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01513
MH,CC(C)(c1ccc2c(B3c4cc(C(C)(C)C)ccc4Oc5cc(N6c7ccc(C)cc7C8(c9c(c%10ccccc%108)cccc9)c%11cc(C)ccc%116)cc(O2)c53)c1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01514
MP,CC(C)(c1ccc2c(B3c4cc(C(C)(C)C)ccc4Oc5cc(N6c7ccc(C)cc7C8(c9c(c%10cc(c%11ccccc%11)ccc%108)cc(c%12ccccc%12)cc9)c%13cc(C)ccc%136)cc(O2)c53)c1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01515
PP,CC(C)(c1ccc2c(B3c4cc(C(C)(C)C)ccc4Oc5cc(N6c7ccc(c8ccccc8)cc7C9(c%10c(c%11cc(c%12ccccc%12)ccc%119)cc(c%13ccccc%13)cc%10)c%14cc(c%15ccccc%15)ccc%146)cc(O2)c53)c1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01516
TDBA-SBA,CC(C)(c1cc(B2c3c(Oc4c2c(O5)cc(N6c7c(C8(c9c6cccc9)c%10c(N(c%11c8cccc%11)c%12ccc(C(C)(C)C)cc%12)cccc%10)cccc7)c4)ccc(C(C)(C)C)c3)c5cc1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01517
DBA-SAB,c12c(B3c4c(Oc5c3c(O2)cc(N(c6c7cccc6)c8c(C7(c9c%10cccc9)c%11c(N%10c%12cc%13c(B(c%14c(O%15)cccc%14)c%16ccccc%16O%13)c%15c%12)cccc%11)cccc8)c5)cccc4)cccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01518
2TDBA-SBA,CC(C)(c1cc(B2c3c(Oc4c2c(O5)cc(N(c6c7cccc6)c8c(C7(c9c%10cccc9)c%11c(N%10c%12cc%13c(B(c%14c(O%15)ccc(C(C)(C)C)c%14)c%16cc(C(C)(C)C)ccc%16O%13)c%15c%12)cccc%11)cccc8)c4)ccc(C(C)(C)C)c3)c5cc1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01519
PXZBO1,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(N4c5ccccc5Oc5ccccc54)cc(c31)O2,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01520
PXZBO2,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c(c2)N(c2cc4c5c(c2)Oc2ccc(C(C)(C)C)cc2B5c2cc(C(C)(C)C)ccc2O4)c2cc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)ccc2O3)cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01521
PzDBA,c12c(B3c4c(Oc5c3c(O2)cc(N6c7c(N(c8c6cccc8)c9cc(Oc%10c(B%11c%12c(O%13)cccc%12)cccc%10)c%11c%13c9)cccc7)c5)cccc4)cccc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01522
PzTDBA,CC(C)(C)c1cc(B2c3cc(C(C)(C)C)ccc3Oc4cc(N5c6ccccc6N(c7cc8c9c(Oc%10ccc(C(C)(C)C)cc%10B9c%11cc(C(C)(C)C)ccc%11O8)c7)c%12ccccc%125)cc%13c24)c(O%13)cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01523
BCz,CC(C)(C)C1=CC(B(C(C=C(C(C)(C)C)C=C2)=C2OC3=CC(C4=C(N5C6=C(C=CC=C6)C7=C5C=CC=C7)C=C(N8C9=C(C=CC=C9)C%10=C8C=CC=C%10)C=C4)=C%11)C3=C%11O%12)=C%12C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01524
BBFCz,CC(C)(C)C1=CC(B(C(C=C(C(C)(C)C)C=C2)=C2OC3=CC(C4=C(N5C6=C(C=CC=C6)C7=C5C=CC8=C7OC9=C8C=CC=C9)C=C(N%10C%11=C(C=CC=C%11)C%12=C%10C=CC%13=C%12OC%14=C%13C=CC=C%14)C=C4)=C%15)C3=C%15O%16)=C%16C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01525
BICz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(-c4ccc(-n5c6ccccc6c6cc7c(cc65)C(C)(C)c5ccccc5-7)cc4-n4c5ccccc5c5cc6c(cc54)C(C)(C)c4ccccc4-6)cc(c31)O2,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01526
BDTC,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(-c4ccc(C5(c6ccc(-c7cc8c9c(c7)Oc7ccc(C(C)(C)C)cc7B9c7cc(C(C)(C)C)ccc7O8)cc6)CCCCC5)cc4)cc(c31)O2,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01054
BCzTC,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(-c4ccc(C5(c6ccc(-n7c8ccccc8c8cc(-n9c%10ccccc%10c%10ccccc%109)ccc87)cc6)CCCCC5)cc4)cc(c31)O2,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01055
AC-BO,CC(C)(C)C1=CC(B(C(C=C(C(C)(C)C)C=C2)=C2OC3=CC(C4=C5C(C6=C(C5(C7=C8C=CC=C7)C9=C(N8C%10=CC=CC=C%10)C=CC=C9)C=CC=C6)=CC=C4)=C%11)C3=C%11O%12)=C%12C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01527
QAC-BO,CC(C)(C)C1=CC(B(C(C=C(C(C)(C)C)C=C2)=C2OC3=CC(C4=C5C(C6=C(C5(C7=C8C=CC=C7)C9=C(N8C%10=CC=CC=C%10C%11(C)C)C%11=CC=C9)C=CC=C6)=CC=C4)=C%12)C3=C%12O%13)=C%13C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01528
Cz-BO,CC(C)(C)C1=CC(B(C(C=C(C(C)(C)C)C=C2)=C2OC3=CC(C4=C5C(C6=C(C57C8=C(N9C%10=C(C%11=CC=CC7=C%119)C=CC=C%10)C=CC=C8)C=CC=C6)=CC=C4)=C%12)C3=C%12O%13)=C%13C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01529
tBOSi,CC(C)(C)C1=CC(B(C(C=C(C(C)(C)C)C=C2)=C2OC3=CC(C(C=C4)=CC=C4[Si](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)=C8)C3=C8O9)=C9C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01530
tBOSiCz,CC(C)(C)C1=CC(B(C(C=C(C(C)(C)C)C=C2)=C2OC3=CC(C(C=C4)=CC=C4[Si](C5=CC=CC=C5)(C6=CC=C(N7C8=C(C=CC=C8)C9=C7C=CC=C9)C=C6)C%10=CC=CC=C%10)=C%11)C3=C%11O%12)=C%12C=C1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01531
BOQAO,CC(C)(c1cc2c(=O)c(cc(c3cc(Oc4c(B5c6c(O7)ccc(C(C)(C)C)c6)cc(C(C)(C)C)cc4)c5c7c3)c8)c9c8c(=O)c(cc(C(C)(C)C)cc%10)c%10n9c2cc1)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01532
PBO-TB-5,CC(C)(C)c1cc2c(Oc3cc(C(CC(C4=CC=C(C=C4)N5C6=C(C(C)(C7=C5C=CC=C7)C)C=CC=C6)C)CC)cc8c3B2c9c(O8)ccc(C(C)(C)C)c9)cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01533
PBO-TB-10,CC(C)(C)c1cc2c(Oc3cc(C(CC(C4=CC=C(C=C4)N5C6=C(C(C)(C7=C5C=CC=C7)C)C=CC=C6)C)CC)cc8c3B2c9c(O8)ccc(C(C)(C)C)c9)cc1,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01533
PBO-H-5,CCC(c1cc(Oc2c(B3c4c(O5)cccc4)cccc2)c3c5c1)CC(C6=CC=C(C=C6)N7C8=C(C(C)(C9=C7C=CC=C9)C)C=CC=C8)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01534
PBO-H-10,CCC(c1cc(Oc2c(B3c4c(O5)cccc4)cccc2)c3c5c1)CC(C6=CC=C(C=C6)N7C8=C(C(C)(C9=C7C=CC=C9)C)C=CC=C8)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01534
PBO-F-5,CCC(c1cc(Oc2c(B3c4c(O5)ccc(F)c4)cc(F)cc2)c3c5c1)CC(C6=CC=C(C=C6)N7C8=C(C(C)(C9=C7C=CC=C9)C)C=CC=C8)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01535
PBO-F-10,CCC(c1cc(Oc2c(B3c4c(O5)ccc(F)c4)cc(F)cc2)c3c5c1)CC(C6=CC=C(C=C6)N7C8=C(C(C)(C9=C7C=CC=C9)C)C=CC=C8)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01535
ABP91,CCC(c1cc(Oc2c(B3c4c(O5)ccc(F)c4)cc(F)cc2)c3c5c1)CC(C6=CC=C(C=C6)N7C8=C(C(C9=CC=CC=C9)(C%10=C7C=CC=C%10)C%11=CC=CC=C%11)C=CC=C8)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01536
ABP73,CCC(c1cc(Oc2c(B3c4c(O5)ccc(F)c4)cc(F)cc2)c3c5c1)CC(C6=CC=C(C=C6)N7C8=C(C(C9=CC=CC=C9)(C%10=C7C=CC=C%10)C%11=CC=CC=C%11)C=CC=C8)C,Mamada_等_-_2024_-_Organoboron-based_multiple-reson,,,,,,,,,,,,,,,,,TADF-M-01536
